Timestamp,Load R1,Load R3,Load R4,Load R5,Load R6,Load R8,Load R10,Load R11,Load R12,Load R14,Load CI1,Load CI3,Load CI7,Load CI9,Load CI10,Load CI12,Load CI13,Load CI14,PV 3,PV 4,PV 5,PV 6,PV 8,PV 9,PV 10,PV 11,WKA 7,Export - Market price ($/MWh),Import - Market price ($/MWh),Bus 1,Bus 12,Line 5-6,Line 8-9,Line 7-8,Line 13-14,Battery 1,Battery 2
 03/08/2020 18:00:00,0.09,0.03,0.11,0,0.38,0.07,0.18,0,0.05,0.05,0.96,0.67,0.8,0.77,0.53,0.78,0.29,0.38,0.4169,0.0002,0.0766,0.4568,0.3248,0.0284,6.849206349,4.5,0,101.54,121.54,,,,,,,,
 03/08/2020 19:00:00,0.08,0.04,0.1,0,0.26,0.08,0.08,0,0.07,0.04,0.77,0.79,0.82,0.85,0.46,0.86,0.22,0.36,0.4532,0,0.1916,0.3492,0.3139,0.0004,3.722222222,0.57,0,69.35,89.35,,,,,,,,
 03/08/2020 20:00:00,0.21,0.03,0.09,0,0.15,0.07,0.12,0,0.03,0.04,0.77,0.82,0.77,0.71,0.48,0.86,0.22,0.36,0.465,0,0.1136,0.2434,0.3218,0.0003,0.698412698,0.18,0,70,90,,,,,,,,
 03/08/2020 21:00:00,0.13,0.04,0.08,0,0.13,0.07,0.09,0,0.04,0.05,0.67,0.9,0.68,0.71,0.45,0.71,0.23,0.36,0.4926,0,0.0514,0.3158,0.3248,0,0,0,0,48.25,68.25,,,,,,,,
 03/08/2020 22:00:00,0.06,0.05,0.05,0,0.13,0.05,0.09,0,0.03,0.06,0.64,0.85,0.49,0.71,0.46,0.71,0.23,0.11,0.478,0,0.0383,0.2436,0.3063,0,0,0,0,49.79,69.79,,,,,,,,
 03/08/2020 23:00:00,0.06,0.05,0.04,0,0.17,0.07,0.07,0,0.03,0.09,0.59,0.61,0.33,0.71,0.2,0.7,0.23,0.11,0.4786,0,0.0162,0.2518,0.3014,0,0,0,0,29.56,49.56,,,,,,,,
 03/08/2020 24:00:00,0.32,0.03,0.07,0,0.18,0.03,0.06,0,0.01,0.11,0.59,0.4,0.44,0.72,0.19,0.74,0.23,0.11,0.4786,0,0,0.3079,0.3112,0,0,0,0,23.71,43.71,,,,,,,,
 03/09/2020 01:00:00,0.06,0.03,0.05,0.02,0.09,0.05,0.05,0,0.02,0.04,0.58,0.35,0.35,0.41,0.19,0.42,0.23,0.11,0.4701,0,0,0.3348,0.2815,0,0,0,0,20.93,40.93,,,,,,,,
 03/09/2020 02:00:00,0.05,0.03,0.04,0,0.08,0.04,0.03,0,0.02,0.03,0.58,0.32,0.32,0.27,0.19,0.29,0.23,0.11,0.4608,0,0,0.4087,0.2543,0,0,0,0,21.01,41.01,,,,,,,,
 03/09/2020 03:00:00,0.05,0.02,0.04,0,0.08,0.06,0.02,0,0.01,0.02,0.58,0.3,0.31,0.27,0.19,0.29,0.23,0.11,0.4711,0,0,0.5065,0.2356,0,0,0,0,21.04,41.04,,,,,,,,
 03/09/2020 04:00:00,0.05,0.05,0.03,0,0.07,0.04,0.02,0,0.02,0.04,0.58,0.3,0.31,0.27,0.19,0.29,0.23,0.11,0.4759,0,0,0.6125,0.2108,0,0,0,0,21.08,41.08,,,,,,,,
 03/09/2020 05:00:00,0.27,0.03,0.04,0,0.06,0.03,0.02,0,0.01,0.03,0.64,0.31,0.33,0.28,0.19,0.3,0.23,0.11,0.4653,0,0,0.6002,0.1918,0,0,0,0,21.09,41.09,,,,,,,,
 03/09/2020 06:00:00,0.11,0.02,0.04,0,0.06,0.05,0.03,0,0.01,0.03,0.64,0.38,0.32,0.42,0.2,0.42,0.23,0.11,0.46,0.0004,0.0002,0.6091,0.1771,0.0002,0,0,0,21,41,,,,,,,,
 03/09/2020 07:00:00,0.54,0.02,0.04,0,0.06,0.03,0.02,0,0.02,0.03,0.8,0.64,0.45,0.67,0.45,0.82,0.2,0.18,0.4346,0.0237,0.0225,0.5742,0.1623,0.0016,0,0,0,20.93,40.93,,,,,,,,
 03/09/2020 08:00:00,0.02,0.02,0.03,0,0.14,0.05,0.01,0,0.07,0.03,0.89,0.8,0.47,0.77,0.47,0.78,0.43,0.34,0.3917,0.0927,0.1388,0.5159,0.1568,0.0649,0,0,0,41.56,61.56,,,,,,,,
 03/09/2020 09:00:00,0.1,0.02,0.04,0,0.31,0.04,0.02,0,0.04,0.04,0.92,0.67,0.72,0.77,0.72,0.63,0.7,0.43,0.3613,0.1616,0.2336,0.4571,0.1427,0.1546,0.698412698,2.43,0,35.63,55.63,,,,,,,,
 03/09/2020 10:00:00,0.16,0.02,0.14,0,0.34,0.04,0.11,0,0.05,0.06,0.95,0.63,0.81,0.63,0.64,0.63,0.87,0.44,0.3445,0.2214,0.3654,0.3855,0.1393,0.2788,2.087301587,4.5,0,43.02,63.02,,,,,,,,
 03/09/2020 11:00:00,0.03,0.03,0.03,0.02,0.23,0.05,0.11,0,0.03,0.06,0.96,0.47,0.79,0.77,0.59,0.78,0.87,0.49,0.3222,0.2601,0.5475,0.3044,0.1384,0.3778,4.611111111,10.32,0,44.84,64.84,,,,,,,,
 03/09/2020 12:00:00,0.06,0.03,0.04,0.01,0.17,0.03,0.06,0,0.02,0.18,0.95,0.49,0.89,0.79,0.6,0.82,0.87,0.54,0.2976,0.2685,0.4952,0.2462,0.1459,0.3712,7.492063492,12.39,0,49.89,69.89,,,,,,,,
 03/09/2020 13:00:00,0.07,0.05,0.04,0,0.1,0.05,0.04,0,0.02,0.08,0.91,0.5,0.84,0.77,0.61,0.79,0.78,0.56,0.2554,0.2401,0.4448,0.1801,0.144,0.3316,8.182539683,5.64,0,50.05,70.05,,,,,,,,
 03/09/2020 14:00:00,0.16,0.05,0.04,0,0.18,0.06,0.05,0,0.21,0.07,0.93,0.51,0.84,0.63,0.61,0.79,0.87,0.58,0.2056,0.1943,0.3432,0.139,0.1524,0.2764,7.984126984,7.68,0,50.05,70.05,,,,,,,,
 03/09/2020 15:00:00,0.08,0.04,0.09,0.01,0.23,0.06,0.06,0,0.1,0.28,0.93,0.52,0.82,0.63,0.59,0.63,0.87,0.6,0.1622,0.1347,0.2447,0.11,0.1644,0.1679,13.44444444,10.14,0,49.89,69.89,,,,,,,,
 03/09/2020 16:00:00,0.06,0.03,0.05,0,0.16,0.07,0.07,0,0.08,0.21,0.95,0.5,0.8,0.63,0.58,0.63,0.87,0.53,0.1102,0.0716,0.1632,0.09,0.1586,0.0932,12.54761905,11.25,0,49.89,69.89,,,,,,,,
 03/09/2020 17:00:00,0.05,0.03,0.08,0,0.14,0.05,0.07,0,0.05,0.24,0.96,0.54,0.79,0.77,0.58,0.63,0.87,0.45,0.0748,0.0172,0.0952,0.0684,0.1627,0.0387,9.031746032,8.82,0,49.89,69.89,,,,,,,,
 03/09/2020 18:00:00,0.09,0.03,0.23,0,0.13,0.08,0.09,0,0.05,0.21,0.96,0.65,0.79,0.77,0.53,0.78,0.29,0.35,0.0615,0.0001,0.1093,0.0488,0.1876,0.0047,6.547619048,5.07,0,53.5,73.5,,,,,,,,
 03/09/2020 19:00:00,0.03,0.03,0.27,0,0.2,0.06,0.14,0,0.05,0.34,0.77,0.78,0.82,0.85,0.46,0.86,0.22,0.36,0.0684,0,0.1558,0.0376,0.2135,0.0004,1.19047619,0.39,0,54.3,74.3,,,,,,,,
 03/09/2020 20:00:00,0.18,0.03,0.19,0,0.11,0.06,0.12,0,0.28,0.07,0.77,0.81,0.78,0.71,0.49,0.86,0.22,0.36,0.0752,0,0.1152,0.0256,0.2325,0,0.642857143,0,0,51.27,71.27,,,,,,,,
 03/09/2020 21:00:00,0.1,0.03,0.1,0.16,0.12,0.04,0.08,0,0.06,0.05,0.67,0.9,0.69,0.71,0.45,0.71,0.22,0.36,0.085,0,0.035,0.0249,0.274,0,0,0,0,49.89,69.89,,,,,,,,
 03/09/2020 22:00:00,0.07,0.03,0.09,0.07,0.1,0.04,0.06,0,0.03,0.08,0.64,0.85,0.5,0.71,0.45,0.71,0.23,0.11,0.0926,0,0.0354,0.0464,0.3387,0,0,0,0,49.89,69.89,,,,,,,,
 03/09/2020 23:00:00,0.08,0.03,0.09,0.02,0.16,0.06,0.05,0,0.04,0.08,0.59,0.6,0.33,0.71,0.2,0.7,0.23,0.11,0.1084,0,0.0346,0.1278,0.3697,0,0,0,0,40.65,60.65,,,,,,,,
 03/09/2020 24:00:00,0.33,0.03,0.1,0.02,0.11,0.04,0.06,0,0.03,0.06,0.59,0.4,0.44,0.72,0.19,0.74,0.23,0.11,0.1247,0,0,0.1983,0.3847,0,0,0,0,40.6,60.6,,,,,,,,
 03/10/2020 01:00:00,0.01,0.03,0.08,0.03,0.11,0.07,0.01,0,0.01,0.04,0.58,0.34,0.35,0.41,0.19,0.42,0.23,0.11,0.142,0,0,0.2474,0.3955,0,0,0,0,33.87,53.87,,,,,,,,
 03/10/2020 02:00:00,0.09,0.02,0.04,0.02,0.08,0.03,0.02,0,0.02,0.03,0.58,0.32,0.32,0.27,0.19,0.29,0.23,0.11,0.1618,0,0,0.2997,0.3925,0,0,0,0,29.25,49.25,,,,,,,,
 03/10/2020 03:00:00,0.09,0.03,0.06,0.02,0.06,0.07,0.01,0,0.02,0.04,0.58,0.3,0.31,0.27,0.19,0.29,0.23,0.11,0.1806,0,0,0.347,0.372,0,0,0.18,0,29.55,49.55,,,,,,,,
 03/10/2020 04:00:00,0.1,0.02,0.06,0.02,0.06,0.05,0.01,0,0.02,0.04,0.58,0.3,0.31,0.27,0.19,0.29,0.23,0.11,0.203,0,0,0.3944,0.3938,0,0,0,0,20.88,40.88,,,,,,,,
 03/10/2020 05:00:00,0.25,0.02,0.05,0.02,0.06,0.04,0.01,0,0.02,0.04,0.65,0.31,0.38,0.29,0.19,0.31,0.23,0.12,0.2335,0,0,0.4983,0.4258,0,0,0,0,20.92,40.92,,,,,,,,
 03/10/2020 06:00:00,0.08,0.02,0.04,0.02,0.04,0.05,0.02,0,0.02,0.04,0.65,0.38,0.38,0.43,0.2,0.44,0.23,0.12,0.2642,0.0003,0,0.6198,0.4607,0,0,0,0,20.97,40.97,,,,,,,,
 03/10/2020 07:00:00,0.28,0.02,0.03,0.02,0.07,0.05,0.02,0,0.02,0.03,0.81,0.64,0.51,0.68,0.42,0.83,0.2,0.18,0.2767,0.0152,0.0005,0.6717,0.4842,0.0004,0,0,0,29.67,49.67,,,,,,,,
 03/10/2020 08:00:00,0.03,0.02,0.03,0.02,0.11,0.05,0.02,0,0.02,0.04,0.9,0.81,0.52,0.77,0.46,0.78,0.43,0.34,0.273,0.0629,0.0511,0.7041,0.5002,0.0256,0,0,0,35.63,55.63,,,,,,,,
 03/10/2020 09:00:00,0.03,0.03,0.03,0.04,0.08,0.05,0.02,0,0.02,0.18,0.92,0.68,0.74,0.77,0.71,0.63,0.7,0.44,0.2559,0.12,0.1032,0.7397,0.494,0.0684,0.246031746,3,0,47.18,67.18,,,,,,,,
 03/10/2020 10:00:00,0.14,0.03,0.03,0.1,0.1,0.03,0.11,0,0.01,0.15,0.94,0.64,0.84,0.63,0.66,0.63,0.87,0.47,0.2306,0.1684,0.2038,0.757,0.4776,0.1234,1.69047619,5.43,0,44.78,64.78,,,,,,,,
 03/10/2020 11:00:00,0.06,0.03,0.03,0.08,0.09,0.06,0.1,0,0.01,0.06,0.95,0.46,0.81,0.77,0.64,0.78,0.87,0.51,0.2152,0.2082,0.3044,0.7431,0.4608,0.1847,4.563492063,8.64,0,40.22,60.22,,,,,,,,
 03/10/2020 12:00:00,0.19,0.03,0.05,0.07,0.08,0.04,0.03,0,0.03,0.09,0.93,0.47,0.9,0.79,0.64,0.82,0.87,0.55,0.2084,0.2183,0.2971,0.7051,0.4574,0.2075,7.444444444,12,0,48.17,68.17,,,,,,,,
 03/10/2020 13:00:00,0.12,0.03,0.05,0.07,0.09,0.04,0.02,0,0.08,0.05,0.9,0.47,0.86,0.77,0.65,0.79,0.78,0.57,0.1987,0.2018,0.275,0.6028,0.4496,0.2267,12.8968254,12.93,0,48.17,68.17,,,,,,,,
 03/10/2020 14:00:00,0.08,0.05,0.05,0.01,0.11,0.07,0.01,0,0.02,0.06,0.93,0.47,0.85,0.63,0.64,0.78,0.87,0.54,0.1891,0.1586,0.2372,0.5337,0.4364,0.2442,11.80952381,12.18,0,48.17,68.17,,,,,,,,
 03/10/2020 15:00:00,0.09,0.05,0.05,0.01,0.15,0.06,0.02,0,0.06,0.21,0.92,0.47,0.83,0.63,0.62,0.63,0.87,0.54,0.1937,0.1019,0.25,0.5452,0.442,0.2111,12.74603175,12.57,0,42.18,62.18,,,,,,,,
 03/10/2020 16:00:00,0.06,0.04,0.05,0.03,0.09,0.07,0.02,0,0.19,0.22,0.93,0.47,0.82,0.63,0.62,0.63,0.87,0.51,0.205,0.049,0.1938,0.5532,0.4607,0.1799,8.579365079,8.82,0,48.17,68.17,,,,,,,,
 03/10/2020 17:00:00,0.19,0.03,0.05,0.02,0.06,0.05,0.05,0.02,0.14,0.07,0.94,0.51,0.82,0.77,0.65,0.63,0.87,0.47,0.2136,0.0119,0.142,0.5009,0.4636,0.1162,7.642857143,8.64,0,48.17,68.17,,,,,,,,
 03/10/2020 18:00:00,0.2,0.04,0.12,0.1,0.08,0.06,0.1,0.03,0.17,0.14,0.95,0.63,0.81,0.77,0.61,0.78,0.29,0.37,0.2362,0.0002,0.0841,0.4948,0.4468,0.0301,6.301587302,2.82,0,48.17,68.17,,,,,,,,
 03/10/2020 19:00:00,0.07,0.03,0.13,0.28,0.28,0.05,0.11,0,0.15,0.07,0.78,0.76,0.84,0.85,0.53,0.86,0.22,0.37,0.2542,0,0.1439,0.4709,0.432,0.0001,2.285714286,1.32,0,48.17,68.17,,,,,,,,
 03/10/2020 20:00:00,0.1,0.03,0.11,0.19,0.23,0.05,0.2,0,0.11,0.06,0.77,0.79,0.77,0.71,0.53,0.86,0.22,0.36,0.2592,0,0.1507,0.4693,0.4345,0,0.547619048,0,0,48.39,68.39,,,,,,,,
 03/10/2020 21:00:00,0.08,0.03,0.09,0.17,0.16,0.05,0.09,0.03,0.09,0.08,0.67,0.88,0.68,0.71,0.48,0.7,0.23,0.36,0.2488,0,0.0759,0.4482,0.4058,0.0004,0,0,0,48.17,68.17,,,,,,,,
 03/10/2020 22:00:00,0.08,0.03,0.09,0.2,0.13,0.05,0.11,0.01,0.04,0.04,0.64,0.83,0.48,0.71,0.49,0.7,0.22,0.11,0.2275,0,0.0412,0.4158,0.3633,0,0,0,0,44.56,64.56,,,,,,,,
 03/10/2020 23:00:00,0.12,0.03,0.05,0.29,0.16,0.08,0.03,0,0.03,0.07,0.59,0.59,0.33,0.71,0.2,0.7,0.23,0.11,0.2126,0,0.0323,0.3895,0.3178,0,0,0,0,28.99,48.99,,,,,,,,
 03/10/2020 24:00:00,0.33,0.03,0.05,0.09,0.12,0.05,0.02,0,0.03,0.07,0.59,0.39,0.43,0.72,0.19,0.74,0.23,0.11,0.1927,0,0,0.3712,0.2564,0,0,0,0,29.07,49.07,,,,,,,,
 03/11/2020 01:00:00,0.03,0.04,0.05,0.03,0.05,0.04,0.03,0,0.02,0.08,0.58,0.35,0.33,0.41,0.16,0.42,0.23,0.11,0.1731,0,0,0.3506,0.1773,0,0,0,0,29.27,49.27,,,,,,,,
 03/11/2020 02:00:00,0.04,0.03,0.05,0.03,0.08,0.05,0.01,0,0.04,0.03,0.58,0.34,0.31,0.27,0.16,0.29,0.23,0.11,0.1641,0,0,0.34,0.1302,0,0,0,0,29.43,49.43,,,,,,,,
 03/11/2020 03:00:00,0.05,0.06,0.04,0.03,0.08,0.08,0.02,0,0.02,0.03,0.58,0.3,0.3,0.27,0.16,0.29,0.23,0.11,0.1645,0,0,0.3416,0.1052,0,0,0,0,29.57,49.57,,,,,,,,
 03/11/2020 04:00:00,0.06,0.04,0.03,0.03,0.07,0.06,0.02,0,0.01,0.03,0.57,0.29,0.3,0.27,0.16,0.29,0.23,0.11,0.1681,0,0,0.3791,0.0932,0,0,0,0,29.59,49.59,,,,,,,,
 03/11/2020 05:00:00,0.24,0.03,0.04,0.03,0.08,0.05,0.01,0,0.01,0.03,0.58,0.31,0.32,0.28,0.16,0.3,0.24,0.11,0.1622,0,0,0.2817,0.0852,0,0,0,0,29.55,49.55,,,,,,,,
 03/11/2020 06:00:00,0.07,0.02,0.04,0.03,0.08,0.07,0.01,0,0.01,0.04,0.58,0.34,0.31,0.41,0.16,0.42,0.23,0.11,0.1632,0.0011,0,0.1858,0.083,0,0,0,0,29.31,49.31,,,,,,,,
 03/11/2020 07:00:00,0.53,0.02,0.03,0.03,0.05,0.06,0.01,0,0.01,0.03,0.63,0.5,0.4,0.67,0.53,0.82,0.17,0.11,0.1625,0.0402,0.0006,0.1072,0.0962,0.0006,0,0,0,28.99,48.99,,,,,,,,
 03/11/2020 08:00:00,0.05,0.02,0.05,0.33,0.05,0.06,0.07,0,0.05,0.03,0.71,0.63,0.42,0.77,0.42,0.78,0.14,0.1,0.167,0.1276,0.0378,0.0656,0.0948,0.0333,0,0,0,49.4,69.4,,,,,,,,
 03/11/2020 09:00:00,0.07,0.02,0.04,0.37,0.08,0.06,0.06,0,0.03,0.04,0.73,0.9,0.63,0.77,0.42,0.63,0.15,0.1,0.1557,0.2091,0.1594,0.0817,0.09,0.1318,0.944444444,0.75,0,89.88,109.88,,,,,,,,
 03/11/2020 10:00:00,0.03,0.02,0.03,0.18,0.13,0.05,0.1,0,0.02,0.03,0.8,0.76,0.7,0.63,0.38,0.63,0.29,0.1,0.1519,0.2702,0.2875,0.1053,0.0908,0.247,1.738095238,5.25,0,57.66,77.66,,,,,,,,
 03/11/2020 11:00:00,0.06,0.03,0.04,0.09,0.09,0.08,0.12,0,0.01,0.14,0.81,0.53,0.79,0.77,0.37,0.78,0.29,0.1,0.1645,0.2963,0.488,0.1748,0.0915,0.3658,3.174603175,10.32,0,53.26,73.26,,,,,,,,
 03/11/2020 12:00:00,0.12,0.04,0.04,0.08,0.12,0.05,0.09,0,0.01,0.09,0.8,0.53,0.89,0.79,0.39,0.82,0.29,0.1,0.1823,0.291,0.4767,0.3196,0.1055,0.3946,6.396825397,9.57,0,54.42,74.42,,,,,,,,
 03/11/2020 13:00:00,0.06,0.07,0.04,0.07,0.22,0.07,0.05,0,0.07,0.08,0.76,0.55,0.85,0.78,0.4,0.79,0.14,0.1,0.2026,0.2727,0.4358,0.5145,0.119,0.3424,9.825396825,9,0,54.42,74.42,,,,,,,,
 03/11/2020 14:00:00,0.14,0.05,0.04,0.08,0.1,0.06,0.04,0,0.02,0.2,0.76,0.55,0.84,0.63,0.37,0.79,0.14,0.1,0.2008,0.2245,0.3922,0.6755,0.117,0.306,9.674603175,11.64,0,50.05,70.05,,,,,,,,
 03/11/2020 15:00:00,0.08,0.03,0.04,0.13,0.08,0.06,0.06,0,0.03,0.14,0.76,0.55,0.82,0.63,0.23,0.63,0.14,0.16,0.1948,0.1521,0.2642,0.776,0.11,0.2237,8.928571429,11.25,0,48.39,68.39,,,,,,,,
 03/11/2020 16:00:00,0.08,0.03,0.08,0.04,0.09,0.05,0.09,0,0.04,0.06,0.71,0.54,0.81,0.63,0.23,0.63,0.14,0.1,0.1972,0.0775,0.1765,0.8166,0.116,0.1559,12.8968254,10.68,0,48.17,68.17,,,,,,,,
 03/11/2020 17:00:00,0.23,0.03,0.06,0.06,0.11,0.04,0.09,0,0.06,0.05,0.72,0.56,0.8,0.77,0.23,0.63,0.09,0.1,0.1979,0.0197,0.101,0.7986,0.135,0.0766,10.26984127,8.07,0,47.11,67.11,,,,,,,,
 03/11/2020 18:00:00,0.1,0.03,0.09,0.03,0.11,0.07,0.12,0,0.04,0.4,0.7,0.64,0.79,0.77,0.26,0.78,0.09,0.1,0.2222,0.0006,0.12,0.8146,0.1604,0.0125,5.952380952,3.57,0,42.26,62.26,,,,,,,,
 03/11/2020 19:00:00,0.02,0.03,0.05,0.1,0.1,0.07,0.12,0,0.04,0.06,0.68,0.84,0.78,0.85,0.16,0.86,0.22,0.11,0.2484,0,0.1987,0.8456,0.191,0.0006,3.126984127,1.32,0,48.17,68.17,,,,,,,,
 03/11/2020 20:00:00,0.05,0.03,0.1,0.31,0.17,0.07,0.15,0,0.03,0.06,0.68,0.85,0.64,0.71,0.16,0.86,0.22,0.11,0.2517,0,0.18,0.8297,0.2112,0,0.198412698,0.18,0,48.17,68.17,,,,,,,,
 03/11/2020 21:00:00,0.06,0.03,0.09,0.27,0.24,0.03,0.13,0,0.02,0.1,0.6,0.91,0.6,0.71,0.16,0.71,0.22,0.11,0.2324,0,0.071,0.7322,0.2138,0,0,0,0,40.28,60.28,,,,,,,,
 03/11/2020 22:00:00,0.07,0.06,0.34,0.28,0.08,0.05,0.13,0,0.02,0.08,0.59,0.89,0.45,0.71,0.16,0.71,0.22,0.11,0.1835,0,0.0562,0.5387,0.2082,0,0,0,0,37,57,,,,,,,,
 03/11/2020 23:00:00,0.08,0.04,0.16,0.04,0.12,0.04,0.09,0,0.04,0.06,0.58,0.67,0.32,0.71,0.16,0.71,0.22,0.11,0.1376,0,0.0414,0.3873,0.2106,0,0,0,0,29.17,49.17,,,,,,,,
 03/11/2020 24:00:00,0.35,0.06,0.14,0.04,0.1,0.06,0.02,0,0.02,0.05,0.58,0.44,0.43,0.72,0.16,0.74,0.22,0.11,0.1046,0,0,0.2476,0.2086,0,0,0,0,29.66,49.66,,,,,,,,
 03/12/2020 01:00:00,0.04,0.06,0.1,0.03,0.09,0.08,0.02,0,0.02,0.5,0.58,0.37,0.33,0.28,0.16,0.3,0.22,0.11,0.0835,0,0,0.1552,0.2165,0,0,0,0,15.23,35.23,,,,,,,,
 03/12/2020 02:00:00,0.01,0.04,0.04,0.03,0.05,0.06,0.02,0,0.01,0.03,0.59,0.32,0.3,0.28,0.16,0.29,0.23,0.11,0.0651,0,0,0.0829,0.2116,0,0,0,0,15,35,,,,,,,,
 03/12/2020 03:00:00,0.06,0.03,0.04,0.03,0.05,0.06,0.02,0,0.01,0.02,0.59,0.31,0.3,0.28,0.16,0.3,0.23,0.11,0.0598,0,0,0.0522,0.2078,0,0,0,0,15,35,,,,,,,,
 03/12/2020 04:00:00,0.09,0.03,0.03,0.03,0.06,0.06,0.02,0,0.02,0.03,0.59,0.32,0.32,0.28,0.16,0.3,0.23,0.11,0.0574,0,0,0.0361,0.2118,0,0,0,0,15,35,,,,,,,,
 03/12/2020 05:00:00,0.26,0.03,0.04,0.04,0.08,0.07,0.02,0,0.01,0.04,0.59,0.36,0.31,0.42,0.16,0.42,0.23,0.11,0.0655,0,0,0.0251,0.2392,0,0,0,0,15,35,,,,,,,,
 03/12/2020 06:00:00,0.05,0.02,0.03,0.04,0.07,0.04,0.03,0,0.01,0.03,0.64,0.55,0.42,0.71,0.16,0.86,0.23,0.11,0.0756,0.0004,0,0.0244,0.241,0.0004,0,0,0,15,35,,,,,,,,
 03/12/2020 07:00:00,0.25,0.02,0.04,0.04,0.07,0.07,0.03,0,0.01,0.03,0.65,0.69,0.43,0.81,0.13,0.82,0.16,0.11,0.087,0.01,0.0136,0.023,0.2382,0.0006,0,0,0,29.47,49.47,,,,,,,,
 03/12/2020 08:00:00,0.04,0.03,0.03,0.11,0.07,0.06,0.07,0,0.02,0.04,0.69,0.91,0.53,0.77,0.09,0.63,0.1,0.1,0.0927,0.0404,0.0707,0.0334,0.2362,0.0162,0,0,0,39.98,59.98,,,,,,,,
 03/12/2020 09:00:00,0.1,0.03,0.06,0.15,0.1,0.05,0.03,0,0.01,0.03,0.67,0.78,0.45,0.63,0.11,0.63,0.09,0.1,0.1002,0.0836,0.1186,0.0391,0.217,0.0663,0.547619048,0.39,0,37,57,,,,,,,,
 03/12/2020 10:00:00,0.13,0.02,0.04,0.14,0.09,0.06,0.08,0,0.01,0.05,0.66,0.56,0.57,0.77,0.14,0.78,0.09,0.1,0.1048,0.1234,0.1737,0.0258,0.225,0.1112,1.492063492,6.75,0,37,57,,,,,,,,
 03/12/2020 11:00:00,0.02,0.03,0.03,0.14,0.1,0.04,0.08,0,0.02,0.21,0.66,0.56,0.67,0.8,0.14,0.83,0.09,0.1,0.1062,0.1589,0.2114,0.0202,0.2378,0.1571,2.976190476,9.93,0,37,57,,,,,,,,
 03/12/2020 12:00:00,0.05,0.03,0.04,0.09,0.09,0.07,0.06,0,0.01,0.06,0.66,0.59,0.71,0.82,0.17,0.83,0.09,0.26,0.1131,0.1736,0.2765,0.0136,0.2269,0.1883,7.095238095,11.82,0,37,57,,,,,,,,
 03/12/2020 13:00:00,0.13,0.03,0.05,0.04,0.08,0.05,0.04,0,0.01,0.05,0.66,0.61,0.71,0.69,0.18,0.84,0.09,0.4,0.1319,0.1703,0.2242,0.0055,0.2206,0.1829,1.936507937,6.57,0,37,57,,,,,,,,
 03/12/2020 14:00:00,0.07,0.03,0.05,0.07,0.07,0.07,0.05,0,0.06,0.04,0.66,0.64,0.7,0.7,0.19,0.69,0.09,0.45,0.1492,0.1602,0.2187,0.0035,0.2052,0.1522,7.095238095,12.93,0,37,57,,,,,,,,
 03/12/2020 15:00:00,0.08,0.03,0.05,0.04,0.1,0.08,0.04,0,0.05,0.03,0.67,0.64,0.69,0.72,0.2,0.7,0.09,0.49,0.1657,0.1301,0.1717,0.0094,0.1982,0.1385,8.436507937,12.39,0,41.25,61.25,,,,,,,,
 03/12/2020 16:00:00,0.09,0.05,0.05,0.06,0.18,0.14,0.03,0,0.05,0.05,0.65,0.68,0.69,0.88,0.19,0.7,0.09,0.49,0.1781,0.0819,0.1175,0.0174,0.1938,0.0839,8.777777778,10.68,0,42.26,62.26,,,,,,,,
 03/12/2020 17:00:00,0.1,0.04,0.06,0.09,0.1,0.14,0.02,0,0.05,0.12,0.6,0.74,0.59,0.88,0.2,0.85,0.09,0.46,0.185,0.0273,0.0743,0.0205,0.1894,0.0447,9.968253968,8.07,0,41.88,61.88,,,,,,,,
 03/12/2020 18:00:00,0.1,0.03,0.11,0.09,0.16,0.12,0.09,0,0.06,0.05,0.59,0.85,0.6,0.87,0.18,0.84,0.09,0.4,0.2045,0.0007,0.1339,0.0239,0.18,0.0105,7.492063492,4.89,0,48.17,68.17,,,,,,,,
 03/12/2020 19:00:00,0.06,0.03,0.13,0.1,0.17,0.14,0.15,0,0.04,0.1,0.58,0.9,0.58,0.75,0.17,0.88,0.22,0.12,0.2324,0,0.1373,0.0205,0.1838,0.0008,3.023809524,0.57,0,50.05,70.05,,,,,,,,
 03/12/2020 20:00:00,0.02,0.03,0.09,0.2,0.36,0.11,0.23,0,0.03,0.05,0.57,0.95,0.55,0.72,0.16,0.71,0.22,0.11,0.2549,0,0.1492,0.0318,0.194,0.0003,0.150793651,0,0,50.05,70.05,,,,,,,,
 03/12/2020 21:00:00,0.11,0.03,0.1,0.17,0.19,0.11,0.13,0,0.01,0.03,0.58,0.92,0.49,0.71,0.16,0.71,0.22,0.11,0.2757,0,0.0953,0.0352,0.2004,0,0,0,0,49.89,69.89,,,,,,,,
 03/12/2020 22:00:00,0.08,0.03,0.05,0.12,0.18,0.09,0.1,0,0.03,0.04,0.59,0.69,0.31,0.71,0.16,0.71,0.22,0.11,0.2838,0,0.0611,0.0457,0.2194,0,0,0,0,35.63,55.63,,,,,,,,
 03/12/2020 23:00:00,0.03,0.03,0.05,0.04,0.16,0.08,0.09,0,0.03,0.03,0.58,0.46,0.41,0.72,0.16,0.74,0.22,0.11,0.295,0,0.0359,0.0462,0.2253,0,0,0,0,29.44,49.44,,,,,,,,
